Product_Key,Product_Name,Brand,Gender,Size,Color
599,Heels,Maybelline,Women,L,Pink
600,Kids Shoes,Lakme,Kids,L,Blue
601,Dresses,Levis,Women,S,Beige
602,Heels,Levis,Women,Free Size,Black
603,Bath Towels,Roadster,Home,XS,Yellow
604,Sarees,Adidas,Women,S,White
605,Sarees,Puma,Women,L,Pink
606,Kurtas,Puma,Women,XS,Beige
607,Tops,WROGN,Women,M,Grey
608,Dresses,Puma,Women,XXL,Black
609,Trousers,WROGN,Men,Free Size,Pink
610,Sports Shoes,Maybelline,Men,L,Beige
611,Dresses,WROGN,Women,XXL,Beige
612,Trousers,Allen Solly,Men,XL,Blue
613,Handbags,Roadster,Women,L,Blue
614,Kids Shoes,Nike,Kids,XS,White
615,Kids Dresses,H&M,Kids,XS,Red
616,Handbags,DressBerry,Women,Free Size,Pink
617,Bedsheets,Roadster,Home,L,Pink
618,Trousers,Fastrack,Men,L,Green
619,T-Shirts,Allen Solly,Men,S,Yellow
620,Perfume,DressBerry,Beauty,XXL,Pink
621,Tops,HRX,Women,M,White
622,T-Shirts,Allen Solly,Men,XS,Red
623,Perfume,Anouk,Beauty,M,Blue
624,Dresses,HERE&NOW,Women,XXL,Blue
625,Tops,HRX,Women,XS,Beige
626,Sports Shoes,Adidas,Men,XS,White
627,T-Shirts,Anouk,Men,XL,Green
628,Kurtas,Fastrack,Women,L,Blue
629,Sarees,Maybelline,Women,M,Pink
630,Sports Shoes,WROGN,Men,M,Black
631,Kids Dresses,Maybelline,Kids,S,Red
632,Bath Towels,Puma,Home,Free Size,Beige
633,Tops,Anouk,Women,S,Grey
634,Perfume,Mast & Harbour,Beauty,L,Grey
635,Moisturizer,Adidas,Beauty,L,Black
636,Jeans,Allen Solly,Men,XS,Red
637,Kurtas,Lakme,Women,XL,Green
638,Moisturizer,Puma,Beauty,L,Grey
639,Lipstick,DressBerry,Beauty,XS,Grey
640,Tops,HRX,Women,Free Size,White
641,Sarees,H&M,Women,XXL,Pink
642,Dresses,Lakme,Women,M,Grey
643,Handbags,Maybelline,Women,L,Blue
644,Trousers,Puma,Men,M,Green
645,Watches,H&M,Men,XL,Yellow
646,Trousers,Lakme,Men,Free Size,Yellow
647,Shampoo,WROGN,Beauty,XXL,Beige
648,Trousers,Maybelline,Men,Free Size,Red
649,Shampoo,Nike,Beauty,L,White
650,T-Shirts,Nike,Men,XL,Pink
651,Shirts,H&M,Men,XL,Blue
652,Shampoo,Anouk,Beauty,Free Size,Green
653,Handbags,Nike,Women,XXL,Grey
654,Tops,Fastrack,Women,L,Red
655,Shampoo,DressBerry,Beauty,XXL,Red
656,Shampoo,Anouk,Beauty,Free Size,Black
657,Shirts,Nike,Men,XS,Yellow
658,Sarees,HERE&NOW,Women,XS,Beige
659,Cushion Covers,Mast & Harbour,Home,M,Blue
660,Face Wash,Levis,Beauty,M,Blue
661,Dresses,Fastrack,Women,Free Size,Black
662,Jeans,Levis,Men,S,White
663,Dresses,HERE&NOW,Women,Free Size,Red
664,Shirts,Mast & Harbour,Men,XXL,White
665,Heels,WROGN,Women,XXL,Black
666,Trousers,Levis,Men,XL,Pink
667,Kids Dresses,Levis,Kids,L,Black
668,T-Shirts,Lakme,Men,L,Grey
669,Sarees,Nike,Women,L,Yellow
670,Kurtas,Fastrack,Women,L,Pink
671,Heels,HERE&NOW,Women,XS,Green
672,Kids T-Shirts,Mast & Harbour,Kids,L,White
673,Kurtas,Roadster,Women,Free Size,Pink
674,Handbags,Maybelline,Women,Free Size,Green
675,Kurtas,Nike,Women,M,Grey
676,Lipstick,Lakme,Beauty,Free Size,Black
677,Bedsheets,Lakme,Home,M,Grey
678,Kurtas,Puma,Women,L,Yellow
679,Heels,Anouk,Women,Free Size,Green
680,T-Shirts,Adidas,Men,S,Red
681,Tops,Levis,Women,S,Beige
682,Perfume,Adidas,Beauty,XS,Yellow
683,Heels,Anouk,Women,XL,Beige
684,Kids Jeans,WROGN,Kids,Free Size,Black
685,Kurtas,Allen Solly,Women,M,Black
686,Watches,H&M,Men,L,Blue
687,Tops,Puma,Women,S,White
688,Kids Jeans,Adidas,Kids,XXL,Red
689,Bath Towels,WROGN,Home,M,Beige
690,Heels,HRX,Women,M,Grey
691,T-Shirts,Nike,Men,L,Blue
692,Shirts,Puma,Men,L,Blue
693,Shirts,Puma,Men,XS,Grey
694,Kids Shoes,Levis,Kids,M,Grey
695,Sports Shoes,Levis,Men,L,Green
696,Watches,Mast & Harbour,Men,XL,Green
697,Tops,Lakme,Women,Free Size,Yellow
698,Kids Dresses,Nike,Kids,L,Yellow
699,Trousers,Lakme,Men,XS,Green
700,Kids Dresses,Mast & Harbour,Kids,M,Blue
701,Watches,Adidas,Men,XS,Blue
702,Sarees,Puma,Women,Free Size,Pink
703,Trousers,Maybelline,Men,M,Yellow
704,Lipstick,Mast & Harbour,Beauty,XL,Beige
705,Moisturizer,DressBerry,Beauty,XS,Red
706,Sarees,Fastrack,Women,XXL,Blue
707,Sports Shoes,H&M,Men,M,Red
708,Kids T-Shirts,Nike,Kids,S,Green
709,T-Shirts,Allen Solly,Men,XL,Green
710,Heels,Lakme,Women,XS,Yellow
711,Lipstick,Adidas,Beauty,S,White
712,Moisturizer,Allen Solly,Beauty,XL,Red
713,Kurtas,WROGN,Women,XXL,Green
714,Kurtas,Lakme,Women,Free Size,Black
715,Sports Shoes,DressBerry,Men,S,Pink
716,Shirts,Fastrack,Men,M,Yellow
717,Bath Towels,Maybelline,Home,XXL,Red
718,Sarees,HRX,Women,XS,Green
719,Cushion Covers,Adidas,Home,XL,Beige
720,Kids Dresses,Roadster,Kids,L,Yellow
721,T-Shirts,Lakme,Men,XS,Beige
722,Watches,HERE&NOW,Men,XXL,Blue
723,Bath Towels,Fastrack,Home,S,Beige
724,Dresses,Maybelline,Women,Free Size,Pink
725,Lipstick,Fastrack,Beauty,XXL,Green
726,Moisturizer,Puma,Beauty,XS,White
727,T-Shirts,Fastrack,Men,M,Yellow
728,Shirts,Anouk,Men,S,Black
729,Watches,Adidas,Men,S,Beige
730,Perfume,DressBerry,Beauty,S,Black
731,Sarees,Nike,Women,M,Pink
732,Bath Towels,Mast & Harbour,Home,M,Grey
733,Kurtas,Puma,Women,XS,Grey
734,Handbags,Puma,Women,XS,Grey
735,Kids T-Shirts,Levis,Kids,S,Beige
736,Handbags,Roadster,Women,XS,Blue
737,Sarees,Lakme,Women,XXL,Black
738,Heels,HRX,Women,Free Size,Red
739,Shampoo,Maybelline,Beauty,XXL,Red
740,Kids Jeans,Allen Solly,Kids,XXL,Red
741,Kids Jeans,Fastrack,Kids,M,Blue
742,Shirts,Lakme,Men,M,Grey
743,Wall Decor,Puma,Home,L,Red
744,Sarees,DressBerry,Women,XL,White
745,Heels,Levis,Women,S,Yellow
746,Perfume,Maybelline,Beauty,L,Yellow
747,Tops,Fastrack,Women,XS,White
748,Heels,HERE&NOW,Women,S,Green
749,Face Wash,Allen Solly,Beauty,Free Size,Beige
750,Face Wash,Allen Solly,Beauty,M,White
751,Heels,HRX,Women,XXL,Pink
752,Kids Dresses,Fastrack,Kids,XL,Yellow
753,Trousers,Nike,Men,Free Size,Black
754,Sarees,HRX,Women,S,Blue
755,Bedsheets,Allen Solly,Home,XL,Black
756,Kids T-Shirts,WROGN,Kids,S,Green
757,Dresses,HRX,Women,M,Red
758,Kurtas,Mast & Harbour,Women,S,Pink
759,Face Wash,HRX,Beauty,Free Size,Yellow
760,Tops,Allen Solly,Women,XL,Grey
761,Kids Shoes,Allen Solly,Kids,XXL,Grey
762,Bedsheets,Mast & Harbour,Home,M,Green
763,Heels,Allen Solly,Women,L,Red
764,Lipstick,Maybelline,Beauty,Free Size,Black
765,Trousers,Fastrack,Men,Free Size,Red
766,Bath Towels,Roadster,Home,XXL,Pink
767,Kurtas,Mast & Harbour,Women,XS,White
768,Trousers,H&M,Men,XXL,Yellow
769,T-Shirts,WROGN,Men,Free Size,Green
770,Heels,Allen Solly,Women,L,Grey
771,Watches,Allen Solly,Men,Free Size,Black
772,Heels,Nike,Women,S,Blue
773,Tops,Mast & Harbour,Women,S,Grey
774,Bedsheets,HERE&NOW,Home,M,Beige
775,Kurtas,Anouk,Women,S,Blue
776,Kurtas,H&M,Women,L,Green
777,Perfume,HRX,Beauty,M,Black
778,Kids T-Shirts,Maybelline,Kids,M,Green
779,Tops,Adidas,Women,XS,Black
780,Trousers,Lakme,Men,L,Pink
781,Kids Shoes,Puma,Kids,L,White
782,Bedsheets,HERE&NOW,Home,XS,Black
783,Cushion Covers,Adidas,Home,M,Yellow
784,Tops,WROGN,Women,XXL,White
785,Kids Shoes,Lakme,Kids,M,Beige
786,Watches,Adidas,Men,M,Blue
787,Sarees,Mast & Harbour,Women,XL,Green
788,Face Wash,HERE&NOW,Beauty,XS,Pink
789,Jeans,Roadster,Men,L,Black
790,Kids Dresses,WROGN,Kids,M,Beige
791,Bath Towels,Lakme,Home,XL,Beige
792,Perfume,Lakme,Beauty,XXL,Blue
793,Watches,HRX,Men,XS,Blue
794,Jeans,HERE&NOW,Men,XS,Red
795,Sarees,Allen Solly,Women,XL,Yellow
796,Kurtas,Adidas,Women,L,Grey
797,Lipstick,HERE&NOW,Beauty,Free Size,White
798,Tops,HERE&NOW,Women,XS,Red
799,Handbags,WROGN,Women,L,Beige
800,Moisturizer,Fastrack,Beauty,S,Pink
801,Jeans,Puma,Men,S,Black
802,Watches,Anouk,Men,L,White
803,T-Shirts,Lakme,Men,XL,Blue
804,Dresses,Levis,Women,L,Beige
805,Moisturizer,HRX,Beauty,M,Yellow
806,Shirts,Maybelline,Men,M,White
807,Moisturizer,HERE&NOW,Beauty,Free Size,Grey
808,Kurtas,H&M,Women,Free Size,Pink
809,Wall Decor,Puma,Home,L,White
810,Sports Shoes,HERE&NOW,Men,XS,Beige
811,Heels,HRX,Women,XXL,Yellow
812,Sarees,Lakme,Women,XS,Black
813,Handbags,HRX,Women,XS,Grey
814,Trousers,WROGN,Men,XS,Green
815,Handbags,Roadster,Women,S,White
816,Handbags,HERE&NOW,Women,XL,Blue
817,Heels,Adidas,Women,S,Black
818,Trousers,Lakme,Men,S,Blue
819,Tops,HERE&NOW,Women,L,White
820,Tops,Adidas,Women,Free Size,Blue
821,Heels,Nike,Women,XXL,Pink
822,Kids Dresses,HRX,Kids,L,Blue
823,Tops,Nike,Women,S,White
824,Sarees,HERE&NOW,Women,M,Blue
825,Perfume,Maybelline,Beauty,XS,Blue
826,Moisturizer,DressBerry,Beauty,XS,White
827,Trousers,HRX,Men,S,Blue
828,Dresses,DressBerry,Women,L,Red
829,T-Shirts,H&M,Men,L,Yellow
830,Lipstick,HERE&NOW,Beauty,S,Pink
831,T-Shirts,Anouk,Men,XXL,Yellow
832,Tops,Fastrack,Women,Free Size,Grey
833,Heels,H&M,Women,M,Blue
834,Shirts,Maybelline,Men,Free Size,Red
835,Handbags,HERE&NOW,Women,XL,Pink
836,Tops,DressBerry,Women,XL,Black
837,Shirts,Adidas,Men,S,Yellow
838,Sarees,H&M,Women,L,Blue
839,Jeans,Fastrack,Men,L,Beige
840,Kids Shoes,Maybelline,Kids,XL,Yellow
841,Face Wash,Allen Solly,Beauty,XXL,Yellow
842,Kurtas,Anouk,Women,S,Beige
843,Bedsheets,Lakme,Home,L,White
844,Sports Shoes,HRX,Men,XL,Blue
845,Tops,Adidas,Women,XL,Beige
846,Kids Jeans,Mast & Harbour,Kids,Free Size,Red
847,Perfume,DressBerry,Beauty,XL,Pink
848,Kids T-Shirts,Allen Solly,Kids,S,Beige
849,Handbags,Puma,Women,M,Green
850,Dresses,Anouk,Women,XXL,Black
851,Bedsheets,Puma,Home,XS,Blue
852,Tops,WROGN,Women,Free Size,Beige
853,Watches,HRX,Men,S,Red
854,Handbags,HRX,Women,S,Red
855,Kids Shoes,Allen Solly,Kids,XS,White
856,Kids Shoes,HERE&NOW,Kids,M,Blue
857,Watches,Mast & Harbour,Men,L,Pink
858,Kurtas,H&M,Women,L,Beige
859,Bath Towels,Lakme,Home,XL,Black
860,Sarees,Adidas,Women,S,Black
861,Shirts,HERE&NOW,Men,Free Size,Red
862,Sports Shoes,Maybelline,Men,XS,Red
863,Face Wash,Roadster,Beauty,S,Black
864,Sarees,Maybelline,Women,XL,White
865,Sarees,Maybelline,Women,XL,Black
866,T-Shirts,Allen Solly,Men,L,Blue
867,Moisturizer,Maybelline,Beauty,M,Grey
868,Kids Shoes,Adidas,Kids,XS,White
869,Bedsheets,Roadster,Home,M,Beige
870,Heels,WROGN,Women,S,Red
871,T-Shirts,HRX,Men,XXL,Red
872,Sarees,Nike,Women,XXL,Black
873,Kurtas,Fastrack,Women,Free Size,Pink
874,Jeans,Roadster,Men,S,Yellow
875,Heels,Lakme,Women,XXL,Red
876,Cushion Covers,Puma,Home,Free Size,Grey
877,Perfume,Allen Solly,Beauty,Free Size,White
878,Dresses,Anouk,Women,XXL,Grey
879,Shirts,DressBerry,Men,XL,White
880,Jeans,HERE&NOW,Men,XS,Blue
881,Sports Shoes,Nike,Men,S,Grey
882,Shirts,Fastrack,Men,XS,Green
883,Shampoo,Fastrack,Beauty,XL,Red
884,Kids Jeans,Mast & Harbour,Kids,L,Green
885,Wall Decor,DressBerry,Home,XS,Red
886,Handbags,Roadster,Women,XXL,Blue
887,Trousers,H&M,Men,L,Green
888,Kids Dresses,Maybelline,Kids,XL,Black
889,Kids Shoes,Mast & Harbour,Kids,XXL,Grey
890,Jeans,H&M,Men,XL,Grey
891,Moisturizer,Maybelline,Beauty,Free Size,Beige
892,Perfume,HRX,Beauty,S,Black
893,Kids Jeans,Fastrack,Kids,XXL,Pink
894,Bedsheets,HRX,Home,XL,Grey
895,Jeans,Roadster,Men,Free Size,Yellow
896,Bedsheets,Anouk,Home,L,Red
897,Jeans,Adidas,Men,XXL,Green
898,Cushion Covers,HRX,Home,XXL,Black
899,Sarees,Mast & Harbour,Women,XXL,Pink
900,Sports Shoes,Lakme,Men,XL,White
901,Kids Jeans,Maybelline,Kids,L,Grey
902,Kids T-Shirts,HRX,Kids,L,Green
903,Trousers,H&M,Men,XL,Pink
904,Heels,Nike,Women,S,Red
905,Wall Decor,Roadster,Home,Free Size,White
906,Heels,Mast & Harbour,Women,M,Pink
907,Kids Shoes,HRX,Kids,XS,Blue
908,Shirts,Mast & Harbour,Men,S,Pink
909,Kurtas,Mast & Harbour,Women,XXL,White
910,Perfume,Roadster,Beauty,XL,Green
911,Watches,Mast & Harbour,Men,S,Green
912,Bath Towels,HRX,Home,Free Size,Beige
913,Shirts,Puma,Men,S,Blue
914,Dresses,HERE&NOW,Women,M,Black
915,Shirts,Adidas,Men,XS,Yellow
916,Heels,H&M,Women,XL,Pink
917,Shirts,Anouk,Men,Free Size,Black
918,Lipstick,HERE&NOW,Beauty,XS,Pink
919,Tops,DressBerry,Women,Free Size,Yellow
920,Tops,Roadster,Women,XS,Yellow
921,Watches,HRX,Men,M,Red
922,Jeans,Levis,Men,XS,Red
923,Kurtas,Fastrack,Women,XXL,Pink
924,Kurtas,Levis,Women,XS,Grey
925,T-Shirts,HERE&NOW,Men,S,Blue
926,Bath Towels,DressBerry,Home,S,Blue
927,Sarees,Mast & Harbour,Women,M,Red
928,Kids Jeans,Anouk,Kids,XL,Beige
929,Bedsheets,HRX,Home,XS,Red
930,Wall Decor,Mast & Harbour,Home,XS,Black
931,Lipstick,Levis,Beauty,Free Size,Red
932,Sarees,Nike,Women,XS,Yellow
933,Lipstick,HERE&NOW,Beauty,XL,Beige
934,Watches,HRX,Men,XS,Yellow
935,Kids T-Shirts,Fastrack,Kids,M,Beige
936,Moisturizer,Lakme,Beauty,XS,Grey
937,Sarees,HERE&NOW,Women,Free Size,Grey
938,Shirts,Levis,Men,S,Red
939,Tops,Maybelline,Women,M,Grey
940,Heels,Adidas,Women,XS,Blue
941,Watches,Allen Solly,Men,XXL,Beige
942,Shampoo,HERE&NOW,Beauty,XL,Beige
943,Kids Dresses,Allen Solly,Kids,XS,Green
944,Perfume,HERE&NOW,Beauty,L,Beige
945,Kurtas,DressBerry,Women,L,Beige
946,Tops,Allen Solly,Women,L,Yellow
947,Trousers,Fastrack,Men,XL,Beige
948,Bath Towels,Lakme,Home,M,Grey
949,Sports Shoes,Allen Solly,Men,XL,Grey
950,Sarees,HRX,Women,XXL,Red
951,Dresses,Roadster,Women,XS,Black
952,Shampoo,WROGN,Beauty,Free Size,Yellow
953,Handbags,Anouk,Women,XL,Grey
954,Sarees,HRX,Women,S,Yellow
955,Cushion Covers,Mast & Harbour,Home,L,Pink
956,Kids Dresses,Puma,Kids,XXL,Grey
957,Sports Shoes,Mast & Harbour,Men,XXL,Pink
958,Kids Jeans,Nike,Kids,M,White
959,Heels,Allen Solly,Women,L,Yellow
960,Trousers,Allen Solly,Men,S,Yellow
961,Sarees,Fastrack,Women,XS,Grey
962,T-Shirts,Fastrack,Men,XL,Grey
963,Dresses,Maybelline,Women,L,Green
964,Lipstick,Fastrack,Beauty,XS,Blue
965,Jeans,WROGN,Men,M,Pink
966,Kids T-Shirts,HRX,Kids,XXL,Pink
967,Kurtas,Fastrack,Women,M,Blue
968,Bedsheets,Levis,Home,Free Size,White
969,Trousers,Roadster,Men,XXL,Grey
970,Lipstick,Puma,Beauty,S,Green
971,Sarees,Allen Solly,Women,XXL,Blue
972,Sarees,WROGN,Women,XL,Beige
973,T-Shirts,Levis,Men,S,Yellow
974,Jeans,DressBerry,Men,XL,Pink
975,Kids T-Shirts,Nike,Kids,XXL,Pink
976,Sarees,Fastrack,Women,Free Size,Beige
