TransactionID,CustomerID,BankID_Sent,BankID_Received,DateID,TransactionTypeID,FraudID,Amount,Status,PaymentMode
TXN001233,7,11,4,119,2,1,2629.01,Success,UPI ID
TXN001234,84,17,14,1130,2,2,24571.43,Success,QR Code
TXN001235,107,11,4,198,2,1,73622.41,Success,UPI ID
TXN001236,128,2,16,1131,2,1,1665.08,Success,QR Code
TXN001237,85,16,15,1117,1,4,16773.6,Success,Phone Number
TXN001238,79,19,1,1981,2,1,14733.33,Success,Phone Number
TXN001239,86,10,14,826,2,1,71773.7,Success,UPI ID
TXN001240,90,16,10,2166,2,1,2416.43,Success,QR Code
TXN001241,87,3,8,39,2,1,55726.6,Success,QR Code
TXN001242,123,16,18,908,2,1,24578.07,Success,UPI ID
TXN001243,25,2,16,964,2,1,26327.75,Success,UPI ID
TXN001244,59,12,10,443,2,3,4598.13,Success,QR Code
TXN001245,55,18,15,216,1,1,56867.88,Success,UPI ID
TXN001246,145,15,11,1576,2,1,72466.51,Success,Phone Number
TXN001247,126,7,10,694,1,1,46830.39,Success,UPI ID
TXN001248,107,20,8,2021,2,1,62232.62,Success,UPI ID
TXN001249,131,4,20,965,2,1,51374.87,Success,QR Code
TXN001250,24,16,4,875,2,1,57606.15,Success,QR Code
TXN001251,70,15,10,492,2,1,52142.09,Success,UPI ID
TXN001252,26,17,11,772,1,1,19783.59,Failed,UPI ID
TXN001253,18,7,13,775,1,1,49182.53,Success,UPI ID
TXN001254,90,6,4,1001,2,1,21609.72,Success,QR Code
TXN001255,130,7,13,1092,2,1,21711.02,Success,QR Code
TXN001256,50,4,9,2079,2,1,60463.55,Success,QR Code
TXN001257,114,10,12,508,1,1,30359.93,Success,QR Code
TXN001258,90,19,13,479,1,1,74723.66,Success,UPI ID
TXN001259,25,17,18,1779,2,3,35386.17,Success,QR Code
TXN001260,44,10,4,1496,1,1,65889.29,Success,QR Code
TXN001261,72,16,4,1025,2,1,31004.95,Success,UPI ID
TXN001262,41,5,1,1603,2,1,33850.04,Success,UPI ID
TXN001263,146,15,1,1900,2,1,48132.62,Success,QR Code
TXN001264,50,12,9,1603,2,1,47400.43,Success,UPI ID
TXN001265,104,12,3,1683,2,1,64747.52,Success,UPI ID
TXN001266,1,9,16,988,1,1,7830.27,Failed,QR Code
TXN001267,109,16,2,1610,1,1,62948.21,Success,Phone Number
TXN001268,54,2,17,1595,1,1,60760.47,Success,QR Code
TXN001269,123,17,2,2079,2,1,26901.65,Success,UPI ID
TXN001270,50,10,16,560,2,1,37928.7,Success,QR Code
TXN001271,85,5,19,1376,2,3,47701.4,Success,QR Code
TXN001272,66,2,9,569,2,1,63778.09,Success,QR Code
TXN001273,94,3,12,876,2,1,8547.45,Success,Phone Number
TXN001274,88,4,16,1533,2,3,10414.69,Success,QR Code
TXN001275,113,18,1,1086,2,1,10693.78,Success,QR Code
TXN001276,147,9,12,254,2,1,20655.59,Success,QR Code
TXN001277,15,7,20,1986,1,1,49962.37,Success,UPI ID
TXN001278,135,8,8,42,2,1,29986.21,Success,UPI ID
TXN001279,8,14,19,488,2,1,71960.62,Success,UPI ID
TXN001280,13,16,18,2189,1,1,19352.89,Success,QR Code
TXN001281,49,6,3,459,2,1,3682.0,Success,QR Code
TXN001282,43,17,8,1229,2,3,42681.32,Success,QR Code
TXN001283,130,20,15,1382,2,2,70621.79,Success,QR Code
TXN001284,50,11,5,599,1,3,1160.78,Success,QR Code
TXN001285,31,14,1,1643,2,1,40433.96,Success,UPI ID
TXN001286,132,10,14,2111,1,1,25290.77,Success,QR Code
TXN001287,18,19,8,242,2,1,48480.46,Success,UPI ID
TXN001288,9,4,4,1895,2,1,26865.7,Success,UPI ID
TXN001289,122,8,6,1397,2,1,36589.86,Failed,QR Code
TXN001290,94,15,7,2025,2,1,73940.21,Success,QR Code
TXN001291,141,19,1,342,2,1,14532.89,Success,QR Code
TXN001292,105,16,4,930,2,1,4847.25,Success,UPI ID
TXN001293,114,14,4,69,2,1,57156.42,Success,QR Code
TXN001294,48,10,6,999,2,1,22836.12,Success,QR Code
TXN001295,37,20,1,1546,2,1,10813.8,Success,QR Code
TXN001296,26,16,11,915,2,1,34117.92,Success,UPI ID
TXN001297,61,15,9,294,1,1,51857.25,Success,QR Code
TXN001298,84,2,16,1533,2,1,66203.39,Success,QR Code
TXN001299,112,13,17,815,2,1,34314.95,Success,Phone Number
TXN001300,150,15,7,1077,2,1,9199.88,Success,Phone Number
TXN001301,123,9,8,204,2,1,12466.58,Success,QR Code
TXN001302,32,17,1,2121,2,1,4731.1,Success,Phone Number
TXN001303,95,16,4,1981,2,1,58197.24,Success,QR Code
TXN001304,12,3,7,1111,1,4,47512.02,Success,QR Code
TXN001305,36,5,15,815,1,1,16700.7,Success,QR Code
TXN001306,133,2,7,912,2,1,5615.91,Success,UPI ID
TXN001307,32,19,15,314,1,1,28768.12,Success,UPI ID
TXN001308,122,4,10,956,1,1,57355.88,Success,Phone Number
TXN001309,97,4,15,311,2,1,60453.13,Success,QR Code
TXN001310,112,9,8,1683,2,4,47493.63,Success,QR Code
TXN001311,132,16,6,2168,2,1,63873.02,Success,QR Code
TXN001312,130,18,12,758,1,1,3613.93,Success,QR Code
TXN001313,145,19,2,921,1,1,8498.14,Success,QR Code
TXN001314,96,9,16,611,2,1,31199.76,Success,QR Code
TXN001315,113,19,19,2031,2,1,10038.81,Success,Phone Number
TXN001316,47,4,20,1253,2,1,42207.13,Success,Phone Number
TXN001317,44,8,20,443,2,1,64152.43,Success,UPI ID
TXN001318,127,5,4,2177,2,1,21204.67,Success,QR Code
TXN001319,46,9,13,757,1,2,30956.32,Success,QR Code
TXN001320,78,9,9,154,1,1,19656.96,Success,QR Code
TXN001321,52,4,6,2178,2,1,69187.16,Success,QR Code
TXN001322,133,16,2,178,2,1,12319.59,Success,UPI ID
TXN001323,83,19,13,1986,2,1,39902.24,Failed,UPI ID
TXN001324,80,15,10,307,2,2,72419.57,Success,QR Code
TXN001325,108,3,17,348,1,1,31784.17,Success,QR Code
TXN001326,48,13,7,285,2,1,4100.89,Success,Phone Number
TXN001327,3,16,18,917,1,1,53375.99,Success,QR Code
TXN001328,128,7,2,1,2,1,35329.16,Success,QR Code
TXN001329,129,5,4,536,2,1,39487.32,Success,QR Code
TXN001330,70,11,3,809,2,1,34495.13,Success,UPI ID
TXN001331,44,1,11,33,2,1,58395.8,Success,Phone Number
TXN001332,76,9,19,455,1,1,61428.92,Success,QR Code
TXN001333,102,11,11,443,2,2,11523.48,Success,Phone Number
TXN001334,25,11,8,1812,2,3,25487.16,Success,UPI ID
TXN001335,17,12,9,568,2,1,51678.98,Success,QR Code
TXN001336,103,12,14,2046,2,1,65654.16,Success,UPI ID
TXN001337,18,15,4,1791,2,1,12440.44,Success,Phone Number
TXN001338,118,8,8,2022,2,2,67134.19,Success,QR Code
TXN001339,116,20,2,678,1,1,22288.58,Failed,Phone Number
TXN001340,141,14,17,446,2,1,57818.75,Success,QR Code
TXN001341,25,19,7,411,2,2,59651.82,Success,UPI ID
TXN001342,27,18,14,1401,2,1,11146.19,Failed,Phone Number
TXN001343,90,12,18,869,1,2,36791.54,Success,UPI ID
TXN001344,33,3,20,453,2,4,30641.41,Success,QR Code
TXN001345,131,20,7,83,2,1,10847.06,Failed,QR Code
TXN001346,47,5,6,2083,2,1,43713.79,Success,UPI ID
TXN001347,75,13,3,1562,1,1,74316.09,Success,QR Code
TXN001348,17,6,16,539,2,1,56113.11,Success,UPI ID
TXN001349,53,17,18,409,2,2,28746.82,Success,UPI ID
TXN001350,114,5,7,434,1,1,16838.6,Success,Phone Number
TXN001351,40,9,12,678,2,1,34830.37,Success,QR Code
TXN001352,97,20,3,1431,2,1,15033.45,Success,QR Code
TXN001353,29,6,11,1321,1,2,592.07,Failed,QR Code
TXN001354,140,10,15,1792,1,1,58924.55,Success,QR Code
TXN001355,130,20,6,521,2,1,41974.9,Success,QR Code
TXN001356,93,14,16,376,2,1,43366.58,Success,UPI ID
TXN001357,138,1,18,985,1,3,72529.49,Success,UPI ID
TXN001358,139,9,2,1431,2,1,53425.39,Success,UPI ID
TXN001359,48,8,10,735,1,1,9514.41,Success,UPI ID
TXN001360,111,15,12,223,2,3,12470.41,Success,UPI ID
TXN001361,69,14,9,957,2,1,57138.09,Success,UPI ID
TXN001362,32,19,15,337,1,2,56050.1,Success,QR Code
TXN001363,22,17,13,1621,1,1,20641.55,Success,QR Code
TXN001364,29,19,1,2108,2,1,19424.54,Success,UPI ID
TXN001365,115,5,11,922,1,4,54007.57,Success,QR Code
TXN001366,104,7,5,2082,2,1,46732.31,Success,QR Code
TXN001367,136,3,8,1551,2,1,36086.65,Success,QR Code
TXN001368,147,10,14,1450,1,1,2101.46,Success,QR Code
TXN001369,78,12,14,460,2,2,67986.46,Success,QR Code
TXN001370,90,5,2,1179,2,1,40055.13,Success,QR Code
TXN001371,53,9,17,927,1,4,29488.79,Success,QR Code
TXN001372,50,12,10,1642,2,1,74359.33,Success,UPI ID
TXN001373,149,10,19,825,2,1,25083.07,Success,UPI ID
TXN001374,109,9,2,1847,2,1,29732.89,Success,Phone Number
TXN001375,11,19,16,310,2,1,62963.61,Success,QR Code
TXN001376,63,18,4,1254,2,1,57885.88,Success,UPI ID
TXN001377,69,5,18,1793,2,1,21179.9,Success,QR Code
TXN001378,35,12,16,1631,1,1,7490.99,Success,QR Code
TXN001379,139,10,1,1331,2,3,52242.47,Success,QR Code
TXN001380,145,15,11,1809,2,1,41492.38,Success,UPI ID
TXN001381,130,20,15,826,1,1,50354.63,Success,QR Code
TXN001382,42,7,19,1805,1,1,13432.55,Failed,QR Code
TXN001383,149,3,13,1972,1,1,57256.33,Success,Phone Number
TXN001384,13,8,2,1100,2,2,22321.68,Success,QR Code
TXN001385,111,17,8,1384,2,1,6143.55,Success,UPI ID
TXN001386,71,8,11,730,2,2,22518.93,Success,QR Code
TXN001387,141,6,13,461,2,1,49570.14,Success,UPI ID
TXN001388,98,9,9,1684,2,1,49251.19,Failed,QR Code
TXN001389,98,20,17,2119,2,1,15451.6,Success,QR Code
TXN001390,11,4,6,1301,2,1,11118.53,Success,UPI ID
TXN001391,52,3,20,609,1,1,70178.65,Success,QR Code
TXN001392,87,15,18,527,1,4,69457.54,Success,Phone Number
TXN001393,83,9,16,1643,1,2,7625.94,Success,QR Code
TXN001394,139,9,12,856,2,2,42498.75,Success,UPI ID
TXN001395,90,17,17,1195,2,1,61960.08,Success,QR Code
TXN001396,94,11,20,1448,1,1,9657.86,Success,Phone Number
TXN001397,2,6,7,376,1,1,59801.69,Success,QR Code
TXN001398,126,6,7,1007,2,1,134.6,Success,UPI ID
TXN001399,31,11,8,234,2,1,8393.21,Success,QR Code
TXN001400,77,5,11,5,2,2,19075.91,Success,UPI ID
TXN001401,51,19,4,297,1,1,62914.78,Success,QR Code
TXN001402,56,8,19,1299,2,1,32900.83,Success,QR Code
TXN001403,63,12,19,578,2,2,67156.56,Success,QR Code
TXN001404,89,5,7,1006,2,2,4455.6,Success,Phone Number
TXN001405,125,12,12,481,1,1,27731.34,Success,UPI ID
TXN001406,2,7,15,1108,2,1,61572.06,Success,UPI ID
TXN001407,119,8,14,1006,2,1,25888.41,Success,QR Code
TXN001408,133,18,6,735,1,1,22986.52,Failed,Phone Number
TXN001409,40,13,18,1640,1,4,33122.75,Success,QR Code
TXN001410,144,16,10,2050,2,1,31760.45,Success,QR Code
TXN001411,101,12,8,1423,2,1,49744.92,Success,Phone Number
TXN001412,93,7,18,1565,1,1,55048.46,Success,QR Code
TXN001413,105,11,2,395,1,1,62456.83,Success,QR Code
TXN001414,97,18,6,1666,2,1,72623.9,Success,QR Code
TXN001415,5,19,16,1197,1,1,2487.18,Success,QR Code
TXN001416,133,3,11,319,2,1,73515.7,Success,QR Code
TXN001417,71,10,8,1300,2,1,14778.63,Success,QR Code
TXN001418,39,14,15,203,2,2,72737.16,Success,Phone Number
TXN001419,134,14,18,919,1,1,7533.99,Success,UPI ID
TXN001420,70,8,10,1828,2,1,31372.86,Success,UPI ID
TXN001421,107,13,7,69,2,3,41758.47,Success,Phone Number
TXN001422,37,11,14,2022,2,1,17253.6,Success,QR Code
TXN001423,23,9,5,1248,2,3,59371.92,Success,QR Code
TXN001424,146,16,17,703,2,1,16170.76,Success,Phone Number
TXN001425,134,12,17,744,2,1,73967.62,Success,Phone Number
TXN001426,68,12,12,662,2,1,22577.41,Success,Phone Number
TXN001427,112,12,3,1154,1,1,52325.2,Success,Phone Number
TXN001428,8,4,13,785,2,3,27398.58,Success,UPI ID
TXN001429,129,2,10,1849,2,1,12380.03,Success,UPI ID
TXN001430,38,10,6,355,1,3,47642.0,Failed,UPI ID
TXN001431,33,7,19,1248,2,3,45446.62,Success,QR Code
TXN001432,66,10,15,1360,2,3,69285.0,Success,QR Code
TXN001433,113,13,3,172,2,1,16427.76,Success,QR Code
TXN001434,147,9,2,796,1,1,41317.61,Success,Phone Number
TXN001435,33,19,6,1154,2,4,61787.92,Success,QR Code
TXN001436,122,15,11,2014,2,1,12076.32,Success,QR Code
TXN001437,50,15,15,893,1,1,26478.44,Success,QR Code
TXN001438,92,5,10,330,1,1,1386.17,Failed,UPI ID
TXN001439,148,10,6,2045,2,1,27425.77,Success,UPI ID
TXN001440,74,14,15,1623,2,1,55973.86,Success,UPI ID
TXN001441,6,7,14,924,1,1,17374.4,Success,QR Code
TXN001442,106,19,13,1972,2,1,1868.78,Success,UPI ID
TXN001443,144,13,17,709,2,1,31987.1,Success,UPI ID
TXN001444,3,13,14,1132,1,2,2582.72,Success,QR Code
TXN001445,103,3,20,477,1,1,10904.0,Failed,UPI ID
TXN001446,143,8,9,1253,1,1,56769.43,Success,UPI ID
TXN001447,127,2,13,102,2,1,25476.61,Success,QR Code
TXN001448,10,18,5,1084,2,1,36506.21,Success,QR Code
TXN001449,102,13,6,2137,2,2,29556.34,Success,QR Code
TXN001450,29,19,13,1584,2,3,17983.24,Success,QR Code
TXN001451,150,15,18,1009,2,1,66498.56,Success,QR Code
TXN001452,137,12,2,576,2,1,14633.29,Success,UPI ID
TXN001453,25,7,8,1554,2,1,43840.49,Success,QR Code
TXN001454,81,11,9,2017,2,4,50559.92,Success,QR Code
TXN001455,21,4,3,1568,2,3,41120.12,Success,Phone Number
TXN001456,122,7,9,847,2,1,45742.0,Success,QR Code
TXN001457,44,16,3,1057,2,1,59300.0,Success,QR Code
TXN001458,54,9,14,642,2,1,6471.37,Success,QR Code
TXN001459,69,16,4,1466,2,2,29229.43,Success,QR Code
TXN001460,12,15,17,906,2,1,27004.73,Success,QR Code
TXN001461,48,18,5,256,1,4,56446.25,Success,QR Code
TXN001462,15,6,1,317,2,2,51419.92,Success,QR Code
TXN001463,22,2,15,1618,2,3,64248.4,Success,UPI ID
TXN001464,73,11,17,97,1,1,71675.07,Failed,Phone Number
TXN001465,58,4,19,432,1,2,34932.68,Success,QR Code
TXN001466,150,20,5,1734,2,3,19452.33,Success,UPI ID
TXN001467,37,17,9,282,2,1,73772.03,Success,Phone Number
TXN001468,35,12,3,6,2,1,43536.03,Success,QR Code
TXN001469,146,6,4,737,1,1,69481.73,Success,QR Code
TXN001470,3,7,19,313,2,1,34890.01,Success,QR Code
TXN001471,137,1,14,844,2,1,25049.69,Success,QR Code
TXN001472,13,5,10,51,2,3,61219.77,Success,QR Code
TXN001473,146,18,1,624,1,1,51784.32,Failed,UPI ID
TXN001474,131,12,19,164,2,4,59705.8,Success,QR Code
TXN001475,46,9,8,668,1,1,48447.49,Failed,UPI ID
TXN001476,126,7,4,1283,1,2,63882.05,Success,QR Code
TXN001477,87,5,17,807,1,1,15601.93,Success,UPI ID
TXN001478,107,4,11,1263,1,4,61954.05,Success,UPI ID
TXN001479,142,9,4,1278,2,4,10227.54,Success,QR Code
TXN001480,38,12,7,2168,2,1,63715.41,Success,QR Code
TXN001481,119,3,2,434,1,1,31915.25,Failed,QR Code
TXN001482,89,2,11,276,2,1,63779.53,Success,UPI ID
TXN001483,137,20,17,641,2,1,53938.01,Success,Phone Number
TXN001484,90,20,17,806,2,1,50437.77,Success,Phone Number
TXN001485,53,20,12,1143,2,3,51385.72,Success,UPI ID
TXN001486,68,7,5,2161,2,1,70877.77,Success,Phone Number
TXN001487,103,4,4,2028,2,1,18647.44,Success,UPI ID
TXN001488,133,8,9,1705,2,3,20277.32,Success,UPI ID
TXN001489,73,3,15,57,2,1,43914.25,Success,QR Code
TXN001490,94,6,11,1614,1,2,26414.21,Success,QR Code
TXN001491,65,7,12,1252,2,1,5002.22,Success,QR Code
TXN001492,144,16,10,1106,1,1,58740.24,Success,Phone Number
TXN001493,66,16,12,1184,1,1,33625.58,Failed,UPI ID
TXN001494,52,7,17,1930,2,2,61209.14,Success,UPI ID
TXN001495,11,15,6,255,2,1,53268.58,Success,QR Code
TXN001496,141,9,8,45,2,1,6983.57,Success,QR Code
TXN001497,24,1,15,941,2,1,63083.18,Success,QR Code
TXN001498,38,19,3,919,2,3,58126.37,Success,QR Code
TXN001499,134,2,18,462,2,1,17893.06,Success,UPI ID
TXN001500,135,18,8,2189,1,1,44393.36,Failed,QR Code
TXN001501,68,17,13,1065,1,1,69614.51,Success,QR Code
TXN001502,13,17,13,1927,1,4,27527.73,Failed,QR Code
TXN001503,141,7,4,323,1,1,46566.72,Failed,UPI ID
TXN001504,65,14,5,254,2,1,293.46,Failed,QR Code
TXN001505,55,18,17,1905,2,3,16283.09,Success,Phone Number
TXN001506,85,16,3,160,1,1,38347.9,Success,QR Code
TXN001507,2,12,1,97,2,1,64137.68,Success,QR Code
TXN001508,111,20,16,1024,2,1,3594.67,Success,Phone Number
TXN001509,13,11,3,2189,2,1,13285.24,Success,Phone Number
TXN001510,139,10,2,770,2,2,20974.67,Success,UPI ID
TXN001511,33,13,7,2085,2,1,15125.93,Success,UPI ID
TXN001512,111,8,1,1761,2,3,20817.05,Success,UPI ID
TXN001513,18,9,19,1688,2,1,3475.5,Success,Phone Number
TXN001514,104,20,9,1821,2,1,46252.53,Success,UPI ID
TXN001515,130,4,7,517,2,1,37121.42,Success,UPI ID
TXN001516,126,13,5,2106,2,4,25318.06,Success,UPI ID
TXN001517,102,2,18,69,2,2,51870.6,Success,Phone Number
TXN001518,135,10,3,1151,2,4,15307.73,Failed,QR Code
TXN001519,63,12,8,1189,2,1,9826.41,Success,Phone Number
TXN001520,62,3,1,1201,2,1,7572.06,Success,QR Code
TXN001521,98,3,13,237,1,1,629.65,Success,UPI ID
TXN001522,79,13,4,1566,2,1,20116.37,Success,UPI ID
TXN001523,26,12,5,1712,2,1,35273.15,Success,Phone Number
TXN001524,109,16,15,84,2,1,45672.24,Success,QR Code
TXN001525,102,19,11,1326,2,1,66287.87,Success,QR Code
TXN001526,58,18,11,1048,2,1,27759.56,Success,UPI ID
TXN001527,70,14,6,183,2,2,68378.16,Success,QR Code
TXN001528,31,7,4,59,1,1,28853.62,Success,UPI ID
TXN001529,65,1,13,551,2,1,48070.95,Failed,QR Code
TXN001530,104,7,17,2037,2,1,49424.91,Success,Phone Number
TXN001531,52,16,1,59,1,2,17035.57,Success,UPI ID
TXN001532,69,19,9,612,2,1,59366.45,Success,UPI ID
TXN001533,99,20,11,1265,2,1,19985.34,Success,UPI ID
TXN001534,100,15,4,154,2,3,57692.27,Failed,QR Code
TXN001535,101,15,11,1216,2,1,68259.2,Success,QR Code
TXN001536,141,6,3,1570,1,1,52983.3,Success,QR Code
TXN001537,55,8,4,1458,2,1,1250.95,Success,QR Code
TXN001538,127,13,9,1484,2,1,61826.89,Success,QR Code
TXN001539,116,2,2,255,2,1,11906.89,Success,QR Code
TXN001540,20,17,9,935,2,1,35768.82,Success,QR Code
TXN001541,34,9,5,69,1,1,28337.74,Success,QR Code
TXN001542,24,5,10,695,2,1,55954.07,Failed,UPI ID
TXN001543,141,8,5,751,1,4,36361.39,Success,UPI ID
TXN001544,131,6,4,822,2,1,30096.78,Success,UPI ID
TXN001545,41,11,7,837,2,1,73247.0,Success,UPI ID
TXN001546,79,2,18,1476,1,2,2299.74,Success,UPI ID
TXN001547,76,9,3,1883,2,1,71780.54,Success,QR Code
TXN001548,38,10,16,629,2,1,21800.36,Success,Phone Number
TXN001549,147,8,7,466,2,2,57487.4,Success,QR Code
TXN001550,115,2,10,1702,2,1,31613.53,Success,UPI ID
TXN001551,8,8,4,791,2,1,33766.37,Success,Phone Number
TXN001552,16,13,11,968,2,1,65770.78,Success,Phone Number
TXN001553,150,2,4,1918,2,3,38629.96,Success,QR Code
TXN001554,29,2,4,427,2,2,60863.93,Success,UPI ID
TXN001555,59,11,15,607,2,1,44722.4,Failed,Phone Number
TXN001556,62,1,13,1711,1,1,32395.93,Success,QR Code
TXN001557,96,8,10,756,1,1,70108.65,Failed,QR Code
TXN001558,111,16,15,978,2,1,44548.85,Success,QR Code
TXN001559,116,20,6,1382,2,1,30848.22,Success,QR Code
TXN001560,117,8,12,21,2,2,57702.52,Success,UPI ID
TXN001561,111,12,19,1135,2,1,24605.24,Success,UPI ID
TXN001562,74,19,2,1244,2,1,70437.02,Success,UPI ID
TXN001563,64,15,1,1539,2,1,73358.53,Success,QR Code
TXN001564,22,18,20,1274,1,1,67279.22,Success,UPI ID
TXN001565,90,16,5,614,1,3,17817.15,Success,QR Code
TXN001566,15,6,19,716,2,4,52850.16,Success,UPI ID
TXN001567,70,18,17,1945,2,1,10220.99,Success,Phone Number
TXN001568,72,13,18,2015,1,1,71143.46,Failed,Phone Number
TXN001569,107,5,18,311,2,3,46285.19,Success,Phone Number
TXN001570,117,11,20,614,1,1,1525.95,Success,QR Code
TXN001571,74,11,1,189,1,1,7762.42,Success,QR Code
TXN001572,2,20,4,285,1,3,50760.46,Success,Phone Number
TXN001573,69,3,6,164,2,1,31378.85,Success,QR Code
TXN001574,43,12,5,1478,2,1,25396.7,Failed,QR Code
TXN001575,12,20,8,1504,2,1,13470.08,Success,UPI ID
TXN001576,126,12,6,1704,2,1,1261.59,Success,Phone Number
TXN001577,140,2,8,1497,2,1,63322.0,Success,Phone Number
TXN001578,102,6,7,1986,2,1,71227.35,Success,UPI ID
TXN001579,114,6,16,309,2,1,69905.18,Success,QR Code
TXN001580,149,1,4,2095,2,3,54600.35,Success,UPI ID
TXN001581,130,2,1,1743,2,1,12312.14,Success,QR Code
TXN001582,36,7,10,868,2,1,13247.62,Success,UPI ID
TXN001583,118,9,2,420,1,2,54357.21,Success,UPI ID
TXN001584,118,7,16,296,2,1,36592.34,Success,UPI ID
TXN001585,149,20,13,41,2,1,31005.08,Success,QR Code
TXN001586,1,4,13,1533,1,4,59984.58,Success,QR Code
TXN001587,33,13,2,1081,2,1,26890.89,Success,Phone Number
TXN001588,29,17,7,551,2,4,496.54,Success,QR Code
TXN001589,58,8,17,26,1,1,3106.88,Failed,QR Code
TXN001590,44,11,7,2067,2,1,29060.06,Success,QR Code
TXN001591,92,20,17,1511,2,2,67343.92,Success,QR Code
TXN001592,87,3,17,314,2,2,74512.8,Success,Phone Number
TXN001593,26,3,5,2077,1,3,37627.2,Success,QR Code
TXN001594,14,17,13,1539,2,1,41613.67,Success,Phone Number
TXN001595,58,10,13,401,2,2,10259.16,Success,QR Code
TXN001596,99,1,20,858,2,2,43664.49,Success,UPI ID
TXN001597,54,17,18,1547,2,2,26501.64,Success,QR Code
TXN001598,83,16,6,800,2,2,38759.14,Success,QR Code
TXN001599,17,5,18,1468,2,2,7423.64,Success,UPI ID
TXN001600,71,15,17,1304,2,4,10130.69,Success,QR Code
TXN001601,92,19,18,886,1,1,26542.41,Success,Phone Number
TXN001602,135,6,6,2004,2,1,39197.97,Success,UPI ID
TXN001603,57,13,13,1379,2,1,61681.71,Success,Phone Number
TXN001604,20,18,4,2096,2,1,72978.48,Success,UPI ID
TXN001605,88,19,7,1514,2,1,68499.89,Success,UPI ID
TXN001606,123,11,12,597,2,1,57189.87,Success,QR Code
TXN001607,56,14,18,687,2,1,11047.14,Success,QR Code
TXN001608,145,1,6,1242,2,2,10662.24,Success,QR Code
TXN001609,83,19,7,254,1,4,38821.27,Success,Phone Number
TXN001610,127,13,4,591,2,1,3616.91,Success,QR Code
TXN001611,24,7,16,1906,2,1,65912.46,Success,UPI ID
TXN001612,8,13,20,1087,2,3,11499.49,Success,UPI ID
TXN001613,51,16,14,792,2,1,358.14,Success,QR Code
TXN001614,20,20,5,1591,2,1,9768.59,Success,QR Code
TXN001615,73,20,13,885,2,1,69054.56,Success,UPI ID
TXN001616,59,14,17,1095,2,1,54193.05,Success,QR Code
TXN001617,118,13,11,413,2,1,36452.69,Success,QR Code
TXN001618,31,19,8,537,1,1,65793.92,Success,QR Code
TXN001619,143,6,15,159,2,2,24002.98,Success,QR Code
TXN001620,150,12,2,321,1,1,64233.61,Success,UPI ID
TXN001621,72,3,9,1817,2,1,36056.75,Success,QR Code
TXN001622,102,15,3,224,2,1,13388.32,Success,QR Code
TXN001623,110,1,19,384,2,1,9277.98,Success,QR Code
TXN001624,112,12,9,453,2,1,38837.27,Success,Phone Number
TXN001625,97,7,13,241,2,2,42827.27,Success,QR Code
TXN001626,123,2,15,56,2,1,33004.54,Success,UPI ID
TXN001627,12,3,6,790,2,1,62586.87,Success,QR Code
TXN001628,62,20,14,1694,2,1,56363.21,Success,QR Code
TXN001629,115,15,3,1869,2,1,54591.0,Success,Phone Number
TXN001630,80,20,17,270,2,1,33612.61,Failed,UPI ID
TXN001631,44,7,19,1823,2,1,30139.98,Success,UPI ID
TXN001632,104,13,11,1866,2,1,34085.3,Failed,Phone Number
TXN001633,110,16,11,809,2,1,68832.45,Success,QR Code
TXN001634,1,9,14,483,2,1,7976.69,Success,UPI ID
TXN001635,119,9,4,723,2,1,60667.11,Success,Phone Number
TXN001636,68,18,14,1814,1,1,69063.9,Success,Phone Number
TXN001637,51,16,5,476,2,1,13581.34,Success,Phone Number
TXN001638,78,10,6,1333,2,1,23763.35,Success,Phone Number
TXN001639,127,7,6,207,2,1,13987.37,Success,UPI ID
TXN001640,36,2,14,1634,2,1,17025.1,Success,QR Code
TXN001641,42,2,6,1403,1,1,15432.46,Failed,Phone Number
TXN001642,53,19,20,1203,2,1,74048.18,Success,QR Code
TXN001643,54,8,17,1888,2,1,15446.82,Success,UPI ID
TXN001644,35,13,9,848,2,1,72215.72,Success,Phone Number
TXN001645,48,12,18,32,2,1,28300.4,Success,QR Code
TXN001646,50,11,9,716,2,1,19215.72,Success,UPI ID
TXN001647,90,4,20,1664,2,1,31924.26,Success,Phone Number
TXN001648,61,3,10,593,2,1,19954.14,Success,Phone Number
TXN001649,125,1,5,1910,2,1,47686.3,Success,QR Code
TXN001650,68,8,10,1284,1,1,30012.08,Success,QR Code
TXN001651,11,5,1,378,2,2,8701.68,Success,QR Code
TXN001652,18,20,5,1913,2,3,54591.34,Success,QR Code
TXN001653,12,15,18,1442,2,1,74293.17,Success,QR Code
TXN001654,145,1,11,969,2,1,11144.87,Success,UPI ID
TXN001655,146,13,15,1036,2,1,59748.72,Success,Phone Number
TXN001656,109,12,3,1180,2,1,58913.17,Success,UPI ID
TXN001657,107,11,4,1042,1,1,14578.64,Success,Phone Number
TXN001658,139,11,19,596,2,1,13535.12,Success,Phone Number
TXN001659,108,8,12,265,2,1,38613.14,Success,QR Code
TXN001660,97,13,3,1403,2,2,72713.55,Success,UPI ID
TXN001661,106,15,7,1188,1,1,61473.82,Success,UPI ID
TXN001662,104,2,12,639,2,1,58502.43,Success,QR Code
TXN001663,63,16,12,988,2,1,24366.7,Success,QR Code
TXN001664,72,14,6,1372,1,2,15446.23,Success,UPI ID
TXN001665,87,13,6,315,2,1,4460.35,Success,UPI ID
TXN001666,12,11,9,645,2,1,18716.86,Success,QR Code
TXN001667,34,3,15,819,2,1,49608.8,Success,UPI ID
